Tensor_id,ActiveTime,InactiveTime
2991,2,2317
2992,471,1848
2993,29,2290
2994,2,2317
2996,3,2316
2997,4,2315
2998,461,1858
2999,4,2315
3001,2,2317
3002,1,2318
3003,1,2318
3004,462,1857
3005,462,1857
3006,1,2318
3007,1,2318
3008,1,2318
3009,1,2318
3012,2,2317
3013,2,2317
3015,3,2316
3016,3,2316
3017,452,1867
3018,4,2315
3020,2,2317
3021,1,2318
3022,1,2318
3023,453,1866
3024,453,1866
3025,1,2318
3026,1,2318
3027,1,2318
3028,1,2318
3031,2,2317
3032,2,2317
3034,3,2316
3035,3,2316
3036,443,1876
3037,4,2315
3039,2,2317
3040,1,2318
3041,1,2318
3042,444,1875
3043,444,1875
3044,1,2318
3045,1,2318
3046,1,2318
3047,1,2318
3050,439,1880
3051,2,2317
3052,437,1882
3054,3,2316
3055,3,2316
3056,3,2316
3057,431,1888
3059,3,2316
3060,3,2316
3061,3,2316
3062,2,2317
3063,2,2317
3064,426,1893
3065,29,2290
3066,2,2317
3068,3,2316
3069,4,2315
3070,416,1903
3071,4,2315
3073,2,2317
3074,1,2318
3075,1,2318
3076,417,1902
3077,417,1902
3078,1,2318
3079,1,2318
3080,1,2318
3081,1,2318
3084,2,2317
3085,2,2317
3087,3,2316
3088,3,2316
3089,407,1912
3090,4,2315
3092,2,2317
3093,1,2318
3094,1,2318
3095,408,1911
3096,408,1911
3097,1,2318
3098,1,2318
3099,1,2318
3100,1,2318
3103,2,2317
3104,2,2317
3106,3,2316
3107,3,2316
3108,398,1921
3109,4,2315
3111,2,2317
3112,1,2318
3113,1,2318
3114,399,1920
3115,399,1920
3116,1,2318
3117,1,2318
3118,1,2318
3119,1,2318
3122,394,1925
3123,2,2317
3124,392,1927
3126,3,2316
3127,3,2316
3128,3,2316
3129,386,1933
3131,3,2316
3132,3,2316
3133,3,2316
3134,2,2317
3135,2,2317
3136,381,1938
3137,29,2290
3138,2,2317
3140,3,2316
3141,4,2315
3142,371,1948
3143,4,2315
3145,2,2317
3146,1,2318
3147,1,2318
3148,372,1947
3149,372,1947
3150,1,2318
3151,1,2318
3152,1,2318
3153,1,2318
3156,2,2317
3157,2,2317
3159,3,2316
3160,3,2316
3161,362,1957
3162,4,2315
3164,2,2317
3165,1,2318
3166,1,2318
3167,363,1956
3168,363,1956
3169,1,2318
3170,1,2318
3171,1,2318
3172,1,2318
3175,2,2317
3176,2,2317
3178,3,2316
3179,3,2316
3180,353,1966
3181,4,2315
3183,2,2317
3184,1,2318
3185,1,2318
3186,354,1965
3187,354,1965
3188,1,2318
3189,1,2318
3190,1,2318
3191,1,2318
3194,349,1970
3195,2,2317
3196,347,1972
3198,3,2316
3199,3,2316
3200,3,2316
3201,341,1978
3203,3,2316
3204,3,2316
3205,3,2316
3206,2,2317
3207,2,2317
3208,336,1983
3209,29,2290
3210,2,2317
3212,3,2316
3213,4,2315
3214,326,1993
3215,4,2315
3217,2,2317
3218,1,2318
3219,1,2318
3220,327,1992
3221,327,1992
3222,1,2318
3223,1,2318
3224,1,2318
3225,1,2318
3228,2,2317
3229,2,2317
3231,3,2316
3232,3,2316
3233,317,2002
3234,4,2315
3236,2,2317
3237,1,2318
3238,1,2318
3239,318,2001
3240,318,2001
3241,1,2318
3242,1,2318
3243,1,2318
3244,1,2318
3247,2,2317
3248,2,2317
3250,3,2316
3251,3,2316
3252,308,2011
3253,4,2315
3255,2,2317
3256,1,2318
3257,1,2318
3258,309,2010
3259,309,2010
3260,1,2318
3261,1,2318
3262,1,2318
3263,1,2318
3266,304,2015
3267,2,2317
3268,302,2017
3270,3,2316
3271,3,2316
3272,3,2316
3273,296,2023
3275,3,2316
3276,3,2316
3277,3,2316
3278,2,2317
3279,2,2317
3280,291,2028
3281,29,2290
3282,2,2317
3284,3,2316
3285,4,2315
3286,281,2038
3287,4,2315
3289,2,2317
3290,1,2318
3291,1,2318
3292,282,2037
3293,282,2037
3294,1,2318
3295,1,2318
3296,1,2318
3297,1,2318
3300,2,2317
3301,2,2317
3303,3,2316
3304,3,2316
3305,272,2047
3306,4,2315
3308,2,2317
3309,1,2318
3310,1,2318
3311,273,2046
3312,273,2046
3313,1,2318
3314,1,2318
3315,1,2318
3316,1,2318
3319,2,2317
3320,2,2317
3322,3,2316
3323,3,2316
3324,263,2056
3325,4,2315
3327,2,2317
3328,1,2318
3329,1,2318
3330,264,2055
3331,264,2055
3332,1,2318
3333,1,2318
3334,1,2318
3335,1,2318
3338,259,2060
3339,2,2317
3340,257,2062
3342,3,2316
3343,3,2316
3344,3,2316
3345,251,2068
3347,3,2316
3348,3,2316
3349,3,2316
3350,2,2317
3351,2,2317
3352,246,2073
3353,29,2290
3354,2,2317
3356,3,2316
3357,4,2315
3358,236,2083
3359,4,2315
3361,2,2317
3362,1,2318
3363,1,2318
3364,237,2082
3365,237,2082
3366,1,2318
3367,1,2318
3368,1,2318
3369,1,2318
3372,2,2317
3373,2,2317
3375,3,2316
3376,3,2316
3377,227,2092
3378,4,2315
3380,2,2317
3381,1,2318
3382,1,2318
3383,228,2091
3384,228,2091
3385,1,2318
3386,1,2318
3387,1,2318
3388,1,2318
3391,2,2317
3392,2,2317
3394,3,2316
3395,3,2316
3396,218,2101
3397,4,2315
3399,2,2317
3400,1,2318
3401,1,2318
3402,219,2100
3403,219,2100
3404,1,2318
3405,1,2318
3406,1,2318
3407,1,2318
3410,214,2105
3411,2,2317
3412,212,2107
3414,3,2316
3415,3,2316
3416,3,2316
3417,206,2113
3419,3,2316
3420,3,2316
3421,3,2316
3422,2,2317
3423,2,2317
3424,201,2118
3425,29,2290
3426,2,2317
3428,3,2316
3429,4,2315
3430,191,2128
3431,4,2315
3433,2,2317
3434,1,2318
3435,1,2318
3436,192,2127
3437,192,2127
3438,1,2318
3439,1,2318
3440,1,2318
3441,1,2318
3444,2,2317
3445,2,2317
3447,3,2316
3448,3,2316
3449,182,2137
3450,4,2315
3452,2,2317
3453,1,2318
3454,1,2318
3455,183,2136
3456,183,2136
3457,1,2318
3458,1,2318
3459,1,2318
3460,1,2318
3463,2,2317
3464,2,2317
3466,3,2316
3467,3,2316
3468,173,2146
3469,4,2315
3471,2,2317
3472,1,2318
3473,1,2318
3474,174,2145
3475,174,2145
3476,1,2318
3477,1,2318
3478,1,2318
3479,1,2318
3482,169,2150
3483,2,2317
3484,167,2152
3486,3,2316
3487,3,2316
3488,3,2316
3489,161,2158
3491,3,2316
3492,3,2316
3493,3,2316
3494,2,2317
3495,2,2317
3496,156,2163
3497,29,2290
3498,2,2317
3500,3,2316
3501,4,2315
3502,146,2173
3503,4,2315
3505,2,2317
3506,1,2318
3507,1,2318
3508,147,2172
3509,147,2172
3510,1,2318
3511,1,2318
3512,1,2318
3513,1,2318
3516,2,2317
3517,2,2317
3519,3,2316
3520,3,2316
3521,137,2182
3522,4,2315
3524,2,2317
3525,1,2318
3526,1,2318
3527,138,2181
3528,138,2181
3529,1,2318
3530,1,2318
3531,1,2318
3532,1,2318
3535,2,2317
3536,2,2317
3538,3,2316
3539,3,2316
3540,128,2191
3541,4,2315
3543,2,2317
3544,1,2318
3545,1,2318
3546,129,2190
3547,129,2190
3548,1,2318
3549,1,2318
3550,1,2318
3551,1,2318
3554,124,2195
3555,2,2317
3556,122,2197
3558,3,2316
3559,3,2316
3560,3,2316
3561,116,2203
3563,3,2316
3564,3,2316
3565,3,2316
3566,4,2315
3567,2,2317
3568,2,2317
3570,3,2316
3571,30,2289
3572,2,2317
3573,4,2315
3575,2,2317
3576,1,2318
3577,1,2318
3578,106,2213
3579,106,2213
3580,1,2318
3581,1,2318
3582,1,2318
3583,1,2318
3586,104,2215
3587,7,2312
3588,2,2317
3590,3,2316
3591,4,2315
3592,94,2225
3593,4,2315
3595,2,2317
3596,1,2318
3597,1,2318
3598,95,2224
3599,95,2224
3600,1,2318
3601,1,2318
3602,1,2318
3603,1,2318
3606,2,2317
3607,2,2317
3609,3,2316
3610,3,2316
3611,85,2234
3612,4,2315
3614,2,2317
3615,1,2318
3616,1,2318
3617,86,2233
3618,86,2233
3619,1,2318
3620,1,2318
3621,1,2318
3622,1,2318
3625,2,2317
3626,2,2317
3628,3,2316
3629,3,2316
3630,76,2243
3631,4,2315
3633,2,2317
3634,1,2318
3635,1,2318
3636,77,2242
3637,77,2242
3638,1,2318
3639,1,2318
3640,1,2318
3641,1,2318
3644,72,2247
3645,2,2317
3646,70,2249
3648,3,2316
3649,3,2316
3650,3,2316
3651,64,2255
3653,3,2316
3654,3,2316
3655,3,2316
3656,2,2317
3657,2,2317
3658,59,2260
3659,29,2290
3660,2,2317
3662,3,2316
3663,4,2315
3664,49,2270
3665,4,2315
3667,2,2317
3668,1,2318
3669,1,2318
3670,50,2269
3671,50,2269
3672,1,2318
3673,1,2318
3674,1,2318
3675,1,2318
3678,2,2317
3679,2,2317
3681,3,2316
3682,3,2316
3683,40,2279
3684,4,2315
3686,2,2317
3687,1,2318
3688,1,2318
3689,41,2278
3690,41,2278
3691,1,2318
3692,1,2318
3693,1,2318
3694,1,2318
3697,2,2317
3698,2,2317
3700,3,2316
3701,3,2316
3702,31,2288
3703,4,2315
3705,2,2317
3706,1,2318
3707,1,2318
3708,32,2287
3709,32,2287
3710,1,2318
3711,1,2318
3712,1,2318
3713,1,2318
3716,27,2292
3717,2,2317
3718,25,2294
3720,3,2316
3721,3,2316
3722,3,2316
3723,19,2300
3725,3,2316
3726,3,2316
3727,3,2316
3728,2,2317
3729,2,2317
3730,14,2305
3731,29,2290
3732,2,2317
3733,2,2317
3734,9,2310
3735,6,2313
3736,2,2317
3738,2,2317
3739,3,2316
3740,3,2316
3742,2,2317
3743,5,2314
3744,3,2316
3745,3,2316
3746,4,2315
3747,3,2316
3748,3,2316
3749,5,2314
3750,3,2316
3751,4,2315
3752,3,2316
3753,3,2316
3754,5,2314
3755,5,2314
3756,3,2316
3757,3,2316
3758,5,2314
3759,5,2314
3760,3,2316
3761,3,2316
3762,3,2316
3763,2,2317
3764,3,2316
3765,4,2315
3766,3,2316
3767,3,2316
3768,3,2316
3769,2,2317
3770,5,2314
3771,3,2316
3772,3,2316
3773,3,2316
3774,2,2317
3775,5,2314
3776,3,2316
3777,3,2316
3778,3,2316
3779,2,2317
3780,5,2314
3781,3,2316
3782,3,2316
3783,3,2316
3784,2,2317
3785,5,2314
3786,3,2316
3787,3,2316
3788,3,2316
3789,2,2317
3790,5,2314
3791,3,2316
3792,3,2316
3793,3,2316
3794,2,2317
3795,5,2314
3796,3,2316
3797,3,2316
3798,3,2316
3799,2,2317
3800,5,2314
3801,3,2316
3802,3,2316
3803,3,2316
3804,2,2317
3805,3,2316
3806,4,2315
3807,3,2316
3808,3,2316
3809,3,2316
3810,2,2317
3811,5,2314
3812,3,2316
3813,3,2316
3814,3,2316
3815,2,2317
3816,5,2314
3817,3,2316
3818,3,2316
3819,3,2316
3820,2,2317
3821,5,2314
3822,3,2316
3823,3,2316
3824,3,2316
3825,2,2317
3826,5,2314
3827,3,2316
3828,3,2316
3829,3,2316
3830,2,2317
3831,5,2314
3832,3,2316
3833,3,2316
3834,3,2316
3835,2,2317
3836,5,2314
3837,3,2316
3838,3,2316
3839,3,2316
3840,2,2317
3841,5,2314
3842,3,2316
3843,3,2316
3844,3,2316
3845,2,2317
3846,5,2314
3847,3,2316
3848,3,2316
3849,3,2316
3850,2,2317
3851,5,2314
3852,3,2316
3853,3,2316
3854,3,2316
3855,2,2317
3856,5,2314
3857,3,2316
3858,3,2316
3859,3,2316
3860,2,2317
3861,5,2314
3862,3,2316
3863,3,2316
3864,3,2316
3865,2,2317
3866,5,2314
3867,3,2316
3868,3,2316
3869,3,2316
3870,2,2317
3871,5,2314
3872,3,2316
3873,3,2316
3874,3,2316
3875,2,2317
3876,5,2314
3877,3,2316
3878,3,2316
3879,3,2316
3880,2,2317
3881,5,2314
3882,3,2316
3883,3,2316
3884,3,2316
3885,2,2317
3886,5,2314
3887,3,2316
3888,3,2316
3889,3,2316
3890,2,2317
3891,5,2314
3892,3,2316
3893,3,2316
3894,3,2316
3895,2,2317
3896,5,2314
3897,3,2316
3898,3,2316
3899,3,2316
3900,2,2317
3901,5,2314
3902,3,2316
3903,3,2316
3904,3,2316
3905,2,2317
3906,5,2314
3907,3,2316
3908,3,2316
3909,3,2316
3910,2,2317
3911,5,2314
3912,3,2316
3913,3,2316
3914,3,2316
3915,2,2317
3916,5,2314
3917,3,2316
3918,3,2316
3919,3,2316
3920,2,2317
3921,5,2314
3922,3,2316
3923,3,2316
3924,3,2316
3925,2,2317
3926,5,2314
3927,3,2316
3928,3,2316
3929,3,2316
3930,2,2317
3931,5,2314
3932,3,2316
3933,3,2316
3934,3,2316
3935,2,2317
3936,5,2314
3937,3,2316
3938,3,2316
3939,3,2316
3940,2,2317
3941,5,2314
3942,3,2316
3943,3,2316
3944,3,2316
3945,2,2317
3946,5,2314
3947,3,2316
3948,3,2316
3949,3,2316
3950,2,2317
3951,5,2314
3952,3,2316
3953,3,2316
3954,3,2316
3955,2,2317
3956,5,2314
3957,3,2316
3958,3,2316
3959,3,2316
3960,2,2317
3961,5,2314
3962,3,2316
3963,3,2316
3964,3,2316
3965,2,2317
3966,5,2314
3967,3,2316
3968,3,2316
3969,3,2316
3970,2,2317
3971,5,2314
3972,3,2316
3973,3,2316
3974,3,2316
3975,2,2317
3976,5,2314
3977,3,2316
3978,3,2316
3979,3,2316
3980,2,2317
3981,5,2314
3982,3,2316
3983,3,2316
3984,3,2316
3985,2,2317
3986,3,2316
3987,4,2315
3988,3,2316
3989,3,2316
3990,3,2316
3991,2,2317
3992,5,2314
3993,3,2316
3994,3,2316
3995,3,2316
3996,2,2317
3997,6,2313
3998,8,2311
3999,5,2314
4000,1,2318
4001,3,2316
4002,6,2313
4003,1,2318
4004,5,2314
4005,1,2318
4006,5,2314
4007,1,2318
4008,6,2313
4009,1,2318
4010,3,2316
4011,6,2313
4012,1,2318
4013,5,2314
4014,1,2318
4015,5,2314
4016,1,2318
4017,6,2313
4018,1,2318
4019,4,2315
4020,1,2318
4021,3,2316
4022,6,2313
4023,1,2318
4024,5,2314
4025,1,2318
4026,5,2314
4027,7,2312
4028,4,2315
4029,6,2313
4030,6,2313
4031,1,2318
4032,5,2314
4033,7,2312
4034,4,2315
4035,6,2313
4036,6,2313
4037,1,2318
4038,5,2314
4039,7,2312
4040,4,2315
4041,6,2313
4042,6,2313
4043,1,2318
4044,5,2314
4045,7,2312
4046,4,2315
4047,6,2313
4048,6,2313
4049,1,2318
4050,5,2314
4051,7,2312
4052,4,2315
4053,6,2313
4054,6,2313
4055,1,2318
4056,5,2314
4057,7,2312
4058,4,2315
4059,6,2313
4060,6,2313
4061,1,2318
4062,5,2314
4063,7,2312
4064,4,2315
4065,6,2313
4066,6,2313
4067,1,2318
4068,5,2314
4069,7,2312
4070,4,2315
4071,6,2313
4072,6,2313
4073,1,2318
4074,5,2314
4075,7,2312
4076,4,2315
4077,6,2313
4078,6,2313
4079,1,2318
4080,5,2314
4081,7,2312
4082,4,2315
4083,6,2313
4084,6,2313
4085,1,2318
4086,5,2314
4087,7,2312
4088,4,2315
4089,6,2313
4090,6,2313
4091,1,2318
4092,5,2314
4093,7,2312
4094,4,2315
4095,6,2313
4096,6,2313
4097,1,2318
4098,5,2314
4099,7,2312
4100,4,2315
4101,6,2313
4102,6,2313
4103,1,2318
4104,5,2314
4105,7,2312
4106,4,2315
4107,6,2313
4108,6,2313
4109,1,2318
4110,5,2314
4111,7,2312
4112,4,2315
4113,6,2313
4114,6,2313
4115,1,2318
4116,5,2314
4117,7,2312
4118,4,2315
4119,6,2313
4120,6,2313
4121,1,2318
4122,5,2314
4123,7,2312
4124,4,2315
4125,6,2313
4126,6,2313
4127,1,2318
4128,5,2314
4129,7,2312
4130,4,2315
4131,6,2313
4132,6,2313
4133,1,2318
4134,5,2314
4135,7,2312
4136,4,2315
4137,6,2313
4138,6,2313
4139,1,2318
4140,5,2314
4141,7,2312
4142,4,2315
4143,6,2313
4144,6,2313
4145,1,2318
4146,5,2314
4147,7,2312
4148,4,2315
4149,6,2313
4150,6,2313
4151,1,2318
4152,5,2314
4153,7,2312
4154,4,2315
4155,6,2313
4156,6,2313
4157,1,2318
4158,5,2314
4159,7,2312
4160,4,2315
4161,6,2313
4162,6,2313
4163,1,2318
4164,5,2314
4165,7,2312
4166,4,2315
4167,6,2313
4168,6,2313
4169,1,2318
4170,5,2314
4171,7,2312
4172,4,2315
4173,6,2313
4174,6,2313
4175,1,2318
4176,5,2314
4177,7,2312
4178,4,2315
4179,6,2313
4180,6,2313
4181,1,2318
4182,5,2314
4183,7,2312
4184,4,2315
4185,6,2313
4186,6,2313
4187,1,2318
4188,5,2314
4189,7,2312
4190,4,2315
4191,6,2313
4192,6,2313
4193,1,2318
4194,5,2314
4195,7,2312
4196,4,2315
4197,6,2313
4198,6,2313
4199,1,2318
4200,5,2314
4201,7,2312
4202,4,2315
4203,6,2313
4204,6,2313
4205,1,2318
4206,5,2314
4207,7,2312
4208,4,2315
4209,6,2313
4210,6,2313
4211,1,2318
4212,5,2314
4213,7,2312
4214,4,2315
4215,6,2313
4216,6,2313
4217,1,2318
4218,5,2314
4219,7,2312
4220,4,2315
4221,6,2313
4222,6,2313
4223,1,2318
4224,5,2314
4225,7,2312
4226,4,2315
4227,6,2313
4228,6,2313
4229,1,2318
4230,5,2314
4231,7,2312
4232,4,2315
4233,6,2313
4234,6,2313
4235,1,2318
4236,5,2314
4237,7,2312
4238,1,2318
4239,4,2315
4240,4,2315
4241,6,2313
4242,6,2313
4243,1,2318
4244,5,2314
4245,7,2312
4246,1,2318
4247,3,2316
4248,6,2313
4249,6,2313
4250,1,2318
4251,5,2314
4252,7,2312
4253,1,2318
4254,3,2316
4255,6,2313
4256,6,2313
4257,1,2318
4258,5,2314
4259,7,2312
4260,1,2318
4261,3,2316
4262,6,2313
4263,6,2313
4264,1,2318
4265,5,2314
4266,7,2312
4267,1,2318
4268,3,2316
4269,6,2313
4270,6,2313
4271,1,2318
4272,5,2314
4273,7,2312
4274,1,2318
4275,3,2316
4276,6,2313
4277,6,2313
4278,1,2318
4279,5,2314
4280,7,2312
4281,1,2318
4282,3,2316
4283,6,2313
4284,6,2313
4285,1,2318
4286,5,2314
4287,7,2312
4288,1,2318
4289,3,2316
4290,6,2313
4291,6,2313
4292,1,2318
4293,5,2314
4294,7,2312
4295,1,2318
4296,4,2315
4297,1,2318
4298,3,2316
4299,6,2313
4300,6,2313
4301,1,2318
4302,5,2314
4303,7,2312
4304,1,2318
4305,4,2315
4306,5,2314
4307,6,2313
4308,1,2318
4309,5,2314
4310,1,2318
4311,6,2313
4312,1,2318
4313,4,2315
4314,5,2314
4315,6,2313
4316,1,2318
4317,5,2314
4318,1,2318
4319,6,2313
4320,5,2314
4321,1,2318
4322,4,2315
4323,5,2314
4324,6,2313
4325,1,2318
4326,5,2314
4327,1,2318
4328,7,2312
4329,1,2318
4330,5,2314
4331,1,2318
4332,8,2311
