Size_MB,Lifetime
588,2317
3136,2
0.0078125,3
588,1
3136,2312
3136,4
0.00390625,2
0.00390625,1
0.00390625,1
3136,2313
0.00390625,2313
0.00390625,1
0.00390625,1
3136,1
0.00390625,1
3136,2
3136,2
0.140625,3
3136,3
3136,2303
3136,4
0.00390625,2
0.00390625,1
0.00390625,1
3136,2304
0.00390625,2304
0.00390625,1
0.00390625,1
3136,1
0.00390625,1
3136,2
6272,2
0.28125,3
3136,3
6272,2294
6272,4
0.00390625,2
0.00390625,1
0.00390625,1
6272,2295
0.00390625,2295
0.00390625,1
0.00390625,1
6272,1
0.00390625,1
6272,2
1568,2287
6272,2
1568,2
0.0625,3
1568,4
1568,2282
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,2283
0.00390625,2283
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
3136,2
1.125,3
1568,3
3136,2273
3136,4
0.00390625,2
0.00390625,1
0.00390625,1
3136,2274
0.00390625,2274
0.00390625,1
0.00390625,1
3136,1
0.00390625,1
3136,2
3136,2
0.25,3
3136,3
3136,2264
3136,4
0.00390625,2
0.00390625,1
0.00390625,1
3136,2265
0.00390625,2265
0.00390625,1
0.00390625,1
3136,1
0.00390625,1
1,2260
3136,2
0.0625,2258
0.015625,3
1,3
0.0625,3
1,2252
0.015625,3
0.0625,3
1,3
3136,4
1,2
3136,2
0.125,3
1568,30
3136,2
3136,4
0.00390625,2
0.00390625,1
0.00390625,1
3136,2242
0.00390625,2242
0.00390625,1
0.00390625,1
3136,1
0.00390625,1
3136,2240
3136,7
1568,2
0.125,3
3136,4
1568,2230
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,2231
0.00390625,2231
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
3136,2
1.125,3
1568,3
3136,2221
3136,4
0.00390625,2
0.00390625,1
0.00390625,1
3136,2222
0.00390625,2222
0.00390625,1
0.00390625,1
3136,1
0.00390625,1
3136,2
3136,2
0.25,3
3136,3
3136,2212
3136,4
0.00390625,2
0.00390625,1
0.00390625,1
3136,2213
0.00390625,2213
0.00390625,1
0.00390625,1
3136,1
0.00390625,1
1,2208
3136,2
0.0625,2206
0.015625,3
1,3
0.0625,3
1,2200
0.015625,3
0.0625,3
1,3
3136,2
1,2
3136,2195
3136,29
1568,2
0.125,3
3136,4
1568,2185
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,2186
0.00390625,2186
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
3136,2
1.125,3
1568,3
3136,2176
3136,4
0.00390625,2
0.00390625,1
0.00390625,1
3136,2177
0.00390625,2177
0.00390625,1
0.00390625,1
3136,1
0.00390625,1
3136,2
3136,2
0.25,3
3136,3
3136,2167
3136,4
0.00390625,2
0.00390625,1
0.00390625,1
3136,2168
0.00390625,2168
0.00390625,1
0.00390625,1
3136,1
0.00390625,1
1,2163
3136,2
0.0625,2161
0.015625,3
1,3
0.0625,3
1,2155
0.015625,3
0.0625,3
1,3
3136,2
1,2
3136,2150
3136,29
3136,2
0.25,3
3136,4
3136,2140
3136,4
0.00390625,2
0.00390625,1
0.00390625,1
3136,2141
0.00390625,2141
0.00390625,1
0.00390625,1
3136,1
0.00390625,1
3136,2
1568,2
4.5,3
3136,3
1568,2131
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,2132
0.00390625,2132
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
1568,2
1,3
1568,3
1568,2122
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,2123
0.00390625,2123
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
2,2118
1568,2
0.125,2116
0.0625,3
2,3
0.125,3
2,2110
0.0625,3
0.125,3
2,3
1568,4
2,2
1568,2
4.5,3
3136,30
1568,2
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,2100
0.00390625,2100
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2098
1568,7
784,2
0.5,3
1568,4
784,2088
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,2089
0.00390625,2089
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
1568,2
4.5,3
784,3
1568,2079
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,2080
0.00390625,2080
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
1568,2
1,3
1568,3
1568,2070
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,2071
0.00390625,2071
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
2,2066
1568,2
0.125,2064
0.0625,3
2,3
0.125,3
2,2058
0.0625,3
0.125,3
2,3
1568,2
2,2
1568,2053
1568,29
784,2
0.5,3
1568,4
784,2043
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,2044
0.00390625,2044
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
1568,2
4.5,3
784,3
1568,2034
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,2035
0.00390625,2035
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
1568,2
1,3
1568,3
1568,2025
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,2026
0.00390625,2026
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
2,2021
1568,2
0.125,2019
0.0625,3
2,3
0.125,3
2,2013
0.0625,3
0.125,3
2,3
1568,2
2,2
1568,2008
1568,29
784,2
0.5,3
1568,4
784,1998
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,1999
0.00390625,1999
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
1568,2
4.5,3
784,3
1568,1989
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1990
0.00390625,1990
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
1568,2
1,3
1568,3
1568,1980
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1981
0.00390625,1981
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
2,1976
1568,2
0.125,1974
0.0625,3
2,3
0.125,3
2,1968
0.0625,3
0.125,3
2,3
1568,2
2,2
1568,1963
1568,29
784,2
0.5,3
1568,4
784,1953
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,1954
0.00390625,1954
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
1568,2
4.5,3
784,3
1568,1944
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1945
0.00390625,1945
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
1568,2
1,3
1568,3
1568,1935
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1936
0.00390625,1936
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
2,1931
1568,2
0.125,1929
0.0625,3
2,3
0.125,3
2,1923
0.0625,3
0.125,3
2,3
1568,2
2,2
1568,1918
1568,29
784,2
0.5,3
1568,4
784,1908
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,1909
0.00390625,1909
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
1568,2
4.5,3
784,3
1568,1899
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1900
0.00390625,1900
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
1568,2
1,3
1568,3
1568,1890
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1891
0.00390625,1891
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
2,1886
1568,2
0.125,1884
0.0625,3
2,3
0.125,3
2,1878
0.0625,3
0.125,3
2,3
1568,2
2,2
1568,1873
1568,29
784,2
0.5,3
1568,4
784,1863
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,1864
0.00390625,1864
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
1568,2
4.5,3
784,3
1568,1854
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1855
0.00390625,1855
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
1568,2
1,3
1568,3
1568,1845
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1846
0.00390625,1846
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
2,1841
1568,2
0.125,1839
0.0625,3
2,3
0.125,3
2,1833
0.0625,3
0.125,3
2,3
1568,2
2,2
1568,1828
1568,29
784,2
0.5,3
1568,4
784,1818
784,4
0.00390625,2
0.00390625,1
0.00390625,1
784,1819
0.00390625,1819
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
1568,2
4.5,3
784,3
1568,1809
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1810
0.00390625,1810
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
1568,2
1,3
1568,3
1568,1800
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1801
0.00390625,1801
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
2,1796
1568,2
0.125,1794
0.0625,3
2,3
0.125,3
2,1788
0.0625,3
0.125,3
2,3
1568,2
2,2
1568,1783
1568,29
1568,2
1,3
1568,4
1568,1773
1568,4
0.00390625,2
0.00390625,1
0.00390625,1
1568,1774
0.00390625,1774
0.00390625,1
0.00390625,1
1568,1
0.00390625,1
1568,2
784,2
18,3
1568,3
784,1764
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1765
0.00390625,1765
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1755
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1756
0.00390625,1756
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1751
784,2
0.25,1749
0.25,3
4,3
0.25,3
4,1743
0.25,3
0.25,3
4,3
784,4
4,2
784,2
18,3
1568,30
784,2
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1733
0.00390625,1733
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,1731
784,7
392,2
2,3
784,4
392,1721
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1722
0.00390625,1722
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1712
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1713
0.00390625,1713
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1703
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1704
0.00390625,1704
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1699
784,2
0.25,1697
0.25,3
4,3
0.25,3
4,1691
0.25,3
0.25,3
4,3
784,2
4,2
784,1686
784,29
392,2
2,3
784,4
392,1676
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1677
0.00390625,1677
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1667
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1668
0.00390625,1668
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1658
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1659
0.00390625,1659
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1654
784,2
0.25,1652
0.25,3
4,3
0.25,3
4,1646
0.25,3
0.25,3
4,3
784,2
4,2
784,1641
784,29
392,2
2,3
784,4
392,1631
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1632
0.00390625,1632
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1622
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1623
0.00390625,1623
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1613
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1614
0.00390625,1614
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1609
784,2
0.25,1607
0.25,3
4,3
0.25,3
4,1601
0.25,3
0.25,3
4,3
784,2
4,2
784,1596
784,29
392,2
2,3
784,4
392,1586
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1587
0.00390625,1587
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1577
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1578
0.00390625,1578
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1568
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1569
0.00390625,1569
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1564
784,2
0.25,1562
0.25,3
4,3
0.25,3
4,1556
0.25,3
0.25,3
4,3
784,2
4,2
784,1551
784,29
392,2
2,3
784,4
392,1541
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1542
0.00390625,1542
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1532
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1533
0.00390625,1533
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1523
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1524
0.00390625,1524
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1519
784,2
0.25,1517
0.25,3
4,3
0.25,3
4,1511
0.25,3
0.25,3
4,3
784,2
4,2
784,1506
784,29
392,2
2,3
784,4
392,1496
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1497
0.00390625,1497
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1487
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1488
0.00390625,1488
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1478
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1479
0.00390625,1479
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1474
784,2
0.25,1472
0.25,3
4,3
0.25,3
4,1466
0.25,3
0.25,3
4,3
784,2
4,2
784,1461
784,29
392,2
2,3
784,4
392,1451
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1452
0.00390625,1452
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1442
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1443
0.00390625,1443
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1433
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1434
0.00390625,1434
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1429
784,2
0.25,1427
0.25,3
4,3
0.25,3
4,1421
0.25,3
0.25,3
4,3
784,2
4,2
784,1416
784,29
392,2
2,3
784,4
392,1406
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1407
0.00390625,1407
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1397
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1398
0.00390625,1398
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1388
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1389
0.00390625,1389
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1384
784,2
0.25,1382
0.25,3
4,3
0.25,3
4,1376
0.25,3
0.25,3
4,3
784,2
4,2
784,1371
784,29
392,2
2,3
784,4
392,1361
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1362
0.00390625,1362
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1352
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1353
0.00390625,1353
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1343
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1344
0.00390625,1344
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1339
784,2
0.25,1337
0.25,3
4,3
0.25,3
4,1331
0.25,3
0.25,3
4,3
784,2
4,2
784,1326
784,29
392,2
2,3
784,4
392,1316
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1317
0.00390625,1317
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1307
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1308
0.00390625,1308
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1298
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1299
0.00390625,1299
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1294
784,2
0.25,1292
0.25,3
4,3
0.25,3
4,1286
0.25,3
0.25,3
4,3
784,2
4,2
784,1281
784,29
392,2
2,3
784,4
392,1271
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1272
0.00390625,1272
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1262
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1263
0.00390625,1263
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1253
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1254
0.00390625,1254
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1249
784,2
0.25,1247
0.25,3
4,3
0.25,3
4,1241
0.25,3
0.25,3
4,3
784,2
4,2
784,1236
784,29
392,2
2,3
784,4
392,1226
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1227
0.00390625,1227
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1217
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1218
0.00390625,1218
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1208
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1209
0.00390625,1209
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1204
784,2
0.25,1202
0.25,3
4,3
0.25,3
4,1196
0.25,3
0.25,3
4,3
784,2
4,2
784,1191
784,29
392,2
2,3
784,4
392,1181
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1182
0.00390625,1182
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1172
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1173
0.00390625,1173
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1163
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1164
0.00390625,1164
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1159
784,2
0.25,1157
0.25,3
4,3
0.25,3
4,1151
0.25,3
0.25,3
4,3
784,2
4,2
784,1146
784,29
392,2
2,3
784,4
392,1136
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1137
0.00390625,1137
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1127
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1128
0.00390625,1128
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1118
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1119
0.00390625,1119
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1114
784,2
0.25,1112
0.25,3
4,3
0.25,3
4,1106
0.25,3
0.25,3
4,3
784,2
4,2
784,1101
784,29
392,2
2,3
784,4
392,1091
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1092
0.00390625,1092
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1082
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1083
0.00390625,1083
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1073
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1074
0.00390625,1074
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1069
784,2
0.25,1067
0.25,3
4,3
0.25,3
4,1061
0.25,3
0.25,3
4,3
784,2
4,2
784,1056
784,29
392,2
2,3
784,4
392,1046
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1047
0.00390625,1047
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,1037
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1038
0.00390625,1038
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,1028
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,1029
0.00390625,1029
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,1024
784,2
0.25,1022
0.25,3
4,3
0.25,3
4,1016
0.25,3
0.25,3
4,3
784,2
4,2
784,1011
784,29
392,2
2,3
784,4
392,1001
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,1002
0.00390625,1002
